X,Y,Cluster,Region,City,Partner,Lon,Lat,Population,Strata,Salary,Ranking,SB Trade Z,Target Pen,Target P_1,Actual Pen,Ttl,IL+FS,DT,FC,St,Op,Lt,SB,Ttl g,St g,Op g,SB g,KFC Av Sal,EBITDA H12,ViT,BK,icon_url
83.306382,54.642582,Siberia,Новосибирская область,Искитим,IRB,83.306381999999999,54.642581999999997,56 411,30 - 60,32 395,ok,"0",100 000,56 411,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
37.844083,55.624118,Moscow Region,Московская область,Дзержинский,IRB,37.844082999999998,55.624118000000003,56 257,30 - 60,53 261,high,"0",60 000,56 257,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
49.494441,53.401226,Volga,Самарская область,Жигулёвск,IRB,49.494441000000002,53.401226000000001,52 455,30 - 60,31 828,ok,"0",100 000,52 455,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
60.732536,56.085209,Urals,Челябинская область,Снежинск,IRB,60.732536000000003,56.085208999999999,51 488,30 - 60,"0",Нет рейтинга,"0",,51 488,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
90.416889,56.011404,Siberia,Красноярский край,Назарово,IRB,90.416888999999998,56.011403999999999,49 825,30 - 60,34 473,ok,High Density Residential,100 000,49 825,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
59.798091,58.634951,Urals,Свердловская область,Лесной,IRB,59.798090999999999,58.634951000000001,49 054,30 - 60,"0",Нет рейтинга,Low Density Residential,,49 054,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
51.348986,53.376077,Volga,Самарская область,Отрадный,IRB,51.348985999999996,53.376077000000002,47 083,30 - 60,40 693,ok,"0",100 000,47 083,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
91.412195,53.100762,Siberia,Хакасия республика,Саяногорск,IRB,91.412194999999997,53.100762000000003,46 709,30 - 60,45 268,good,Low Density Residential,80 000,46 709,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
78.311111,55.445972,Siberia,Новосибирская область,Куйбышев,IRB,78.311110999999997,55.445971999999998,43 796,30 - 60,31 066,good,Low Density Residential,80 000,43 796,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
77.458439,62.134265,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Радужный,IRB,77.458438999999998,62.134264999999999,43 726,30 - 60,61 640,high,"0",60 000,43 726,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
87.337051,53.598743,Siberia,Кемеровская область,Осинники,IRB,87.337051000000002,53.598742999999999,41 887,30 - 60,37 078,ok,Low Density Residential,100 000,41 887,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
60.555999,58.046644,Urals,Свердловская область,Верхняя Салда,IRB,60.555999000000000,58.046644000000001,41 484,30 - 60,44 276,ok,"0",100 000,41 484,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
77.604002,60.732862,Siberia,Томская область,Стрежевой,IRB,77.604001999999994,60.732861999999997,41 230,30 - 60,64 174,high,"0",60 000,41 230,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,"1",
87.805639,53.71253,Siberia,Кемеровская область,Мыски,IRB,87.805638999999999,53.712530000000001,40 991,30 - 60,38 414,ok,Low Density Residential,100 000,40 991,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
72.179319,61.63919,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Лянтор,IRB,72.179319000000007,61.639189999999999,40 867,30 - 60,83 255,high,"0",60 000,40 867,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
93.335434,56.120166,Siberia,Красноярский край,Сосновоборск,IRB,93.335434000000006,56.120165999999998,40 614,30 - 60,32 620,good,High Density Residential,80 000,40 614,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
64.803944,60.129632,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Урай,IRB,64.803944000000001,60.129632000000001,40 292,30 - 60,67 149,high,"0",60 000,40 292,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
66.312206,56.654689,Urals,Тюменская область,Ялуторовск,IRB,66.312206000000003,56.654688999999998,39 919,30 - 60,36 233,good,Roadside,80 000,39 919,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
72.836526,60.758589,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Пыть-Ях,IRB,72.836526000000006,60.758589000000001,39 831,30 - 60,42 115,good,"0",80 000,39 831,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
59.484004,58.705138,Urals,Свердловская область,Качканар,IRB,59.484003999999999,58.705137999999998,38 441,30 - 60,42 376,good,Low Density Residential,80 000,38 441,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
57.763631,56.61237,Urals,Свердловская область,Красноуфимск,IRB,57.763630999999997,56.612369999999999,38 088,30 - 60,34 317,ok,Low Density Residential,100 000,38 088,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
61.258096,54.449005,Urals,Челябинская область,Южноуральск,IRB,61.258096000000002,54.449005000000000,37 541,30 - 60,34 949,ok,"0",100 000,37 541,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
63.33651,61.312429,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Югорск,IRB,63.336509999999997,61.312429000000002,37 422,30 - 60,89 285,high,"0",60 000,37 422,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"2",
61.669506,57.847621,Urals,Свердловская область,Алапаевск,IRB,61.669505999999998,57.847620999999997,37 219,30 - 60,31 296,ok,Low Density Residential,100 000,37 219,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
61.383303,57.3717,Urals,Свердловская область,Реж,IRB,61.383302999999998,57.371699999999997,36 843,30 - 60,31 672,ok,Low Density Residential,100 000,36 843,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
89.180151,55.539064,Siberia,Красноярский край,Шарыпово,IRB,89.180150999999995,55.539064000000003,36 789,30 - 60,32 265,ok,Low Density Residential,100 000,36 789,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
63.057664,57.683819,Urals,Свердловская область,Ирбит,IRB,63.057664000000003,57.683819000000000,36 668,30 - 60,31 309,ok,Low Density Residential,100 000,36 668,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
60.556314,55.706061,Urals,Челябинская область,Кыштым,IRB,60.556314000000000,55.706060999999998,36 414,30 - 60,33 501,ok,"0",100 000,36 414,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.218316,54.870621,Moscow Region,Московская область,Протвино,IRB,37.218316000000002,54.870621000000000,35 807,30 - 60,45 583,good,High Density Residential,80 000,35 807,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,"1",
50.634394,53.221004,Volga,Самарская область,Кинель,IRB,50.634394000000000,53.221004000000001,35 715,30 - 60,31 308,ok,Low Density Residential,100 000,35 715,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
62.035785,56.907593,Urals,Свердловская область,Сухой Лог,IRB,62.035784999999997,56.907592999999999,33 497,30 - 60,35 508,ok,Low Density Residential,100 000,33 497,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.949931,55.663126,Moscow Region,Московская область,пгт. Томилино,IRB,37.949930999999999,55.663125999999998,30 482,30 - 60,"0",Нет рейтинга,Low Density Residential,,30 482,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.120633,55.859842,Moscow Region,Московская область,Дедовск,IRB,37.120632999999998,55.859842000000000,30 061,30 - 60,59 222,high,"0",60 000,30 061,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
36.017358,55.506714,Moscow Region,Московская область,Можайск,IRB,36.017358000000002,55.506714000000002,30 056,30 - 60,39 882,high,"0",60 000,30 056,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
82.693758,54.994594,Siberia,Новосибирская область,Обь,IRB,82.693758000000003,54.994593999999999,29 739,меньше 30,56 996,high,"0",60 000,29 739,,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
63.566784,61.370744,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Советский,IRB,63.566783999999998,61.370744000000002,29 624,меньше 30,62 978,very high,"0",40 000,29 624,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
92.380103,55.957686,Siberia,Красноярский край,Дивногорск,IRB,92.380103000000005,55.957686000000002,29 195,меньше 30,38 807,ok,High Density Residential,100 000,29 195,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
62.046331,56.776473,Urals,Свердловская область,Богданович,IRB,62.046331000000002,56.776473000000003,29 108,меньше 30,32 390,ok,Roadside,100 000,29 108,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
52.123505,53.649823,Volga,Самарская область,Похвистнево,IRB,52.123505000000002,53.649822999999998,28 044,меньше 30,30 381,ok,Low Density Residential,100 000,28 044,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
61.33809,56.810295,Urals,Свердловская область,Заречный (Свердловская обл),IRB,61.338090000000001,56.810295000000004,27 795,меньше 30,49 533,good,Low Density Residential,80 000,27 795,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
48.670668,53.164038,Volga,Самарская область,Октябрьск,IRB,48.670667999999999,53.164037999999998,26 512,меньше 30,32 258,ok,Low Density Residential,100 000,26 512,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.14094,56.120959,Moscow Region,Московская область,Красноармейск,IRB,38.140940000000001,56.120958999999999,26 463,меньше 30,44 379,good,Low Density Residential,80 000,26 463,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.190271,55.680783,Moscow Region,Московская область,пгт. Власиха,IRB,37.190271000000003,55.680782999999998,26 417,меньше 30,"0",Нет рейтинга,"0",,26 417,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
62.712073,56.846553,Urals,Свердловская область,Камышлов,IRB,62.712072999999997,56.846553000000000,26 301,меньше 30,33 986,ok,Roadside,100 000,26 301,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
82.987237,54.918742,Siberia,Новосибирская область,пгт. Краснообск,IRB,82.987236999999993,54.918742000000002,26 241,меньше 30,"0",Нет рейтинга,"0",,26 241,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
66.551454,56.502783,Urals,Тюменская область,Заводоуковск,IRB,66.551454000000007,56.502783000000001,26 195,меньше 30,34 772,ok,Roadside,100 000,26 195,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
71.902458,60.996562,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,пгт. Пойковский,IRB,71.902457999999996,60.996561999999997,26 163,меньше 30,57 260,Нет рейтинга,"0",,26 163,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
59.952556,60.153281,Urals,Свердловская область,Североуральск,IRB,59.952556000000001,60.153281000000000,25 827,меньше 30,35 637,ok,Roadside,100 000,25 827,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.295014,55.608562,Moscow Region,Московская область,Внуково,IRB,37.295014000000002,55.608561999999999,25 471,меньше 30,"0",Нет рейтинга,"0",,25 471,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
38.009373,55.64258,Moscow Region,Московская область,пгт. Малаховка,IRB,38.009372999999997,55.642580000000002,25 371,меньше 30,"0",Нет рейтинга,"0",,25 371,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1","1",
38.200606,55.87137,Moscow Region,Московская область,Лосино-Петровский,IRB,38.200606000000001,55.871369999999999,25 317,меньше 30,38 951,high,Low Density Residential,60 000,25 317,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.563085,54.853579,Moscow Region,Московская область,Озёры,IRB,38.563085000000001,54.853579000000003,25 012,меньше 30,38 729,high,Low Density Residential,60 000,25 012,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.976702,55.65788,Moscow Region,Московская область,пгт. Красково,IRB,37.976702000000003,55.657879999999999,24 366,меньше 30,"0",Нет рейтинга,"0",,24 366,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
60.477136,56.991837,Urals,Свердловская область,Среднеуральск,IRB,60.477136000000002,56.991836999999997,23 583,меньше 30,43 286,good,Low Density Residential,80 000,23 583,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
75.97409,55.214532,Siberia,Новосибирская область,Татарск,IRB,75.974090000000004,55.214531999999998,23 523,меньше 30,28 025,high,Low Density Residential,60 000,23 523,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
71.267475,54.909168,Siberia,Омская область,Исилькуль,IRB,71.267475000000005,54.909168000000001,23 151,меньше 30,"0",good,Roadside,80 000,23 151,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
73.719615,61.609632,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,пгт. Федоровский,IRB,73.719615000000005,61.609631999999998,23 091,меньше 30,64 000,Нет рейтинга,"0",,23 091,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
44.476174,48.80967,Volga,Волгоградская область,пгт. Городище,IRB,44.476174000000000,48.809669999999997,23 054,меньше 30,"0",Нет рейтинга,"0",,23 054,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
36.981933,55.559766,Moscow Region,Московская область,пгт. Калининец,IRB,36.981932999999998,55.559766000000003,23 050,меньше 30,"0",Нет рейтинга,High Density Residential,,23 050,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
60.216203,57.490639,Urals,Свердловская область,Невьянск,IRB,60.216203000000000,57.490639000000002,22 943,меньше 30,35 666,ok,Roadside,100 000,22 943,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.874845,54.756973,Moscow Region,Московская область,Зарайск,IRB,38.874845000000001,54.756973000000002,22 887,меньше 30,33 416,high,Low Density Residential,60 000,22 887,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.780621,55.877935,Moscow Region,Московская область,Электрогорск,IRB,38.780620999999996,55.877935000000001,22 842,меньше 30,40 909,good,Low Density Residential,80 000,22 842,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
74.578467,55.051608,Siberia,Омская область,Калачинск,IRB,74.578467000000003,55.051608000000002,22 587,меньше 30,27 560,good,Low Density Residential,80 000,22 587,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
36.855325,55.729686,Moscow Region,Московская область,Звенигород,IRB,36.855325000000001,55.729686000000001,21 931,меньше 30,58 660,very high,"0",40 000,21 931,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
60.818972,56.500617,Urals,Свердловская область,Сысерть,IRB,60.818972000000002,56.500616999999998,21 091,меньше 30,33 656,ok,Low Density Residential,100 000,21 091,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.379245,56.010005,Moscow Region,Московская область,Черноголовка,IRB,38.379244999999997,56.010005000000000,21 059,меньше 30,65 602,high,Low Density Residential,60 000,21 059,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
86.190818,69.403185,Siberia,Красноярский край,Дудинка,IRB,86.190817999999993,69.403184999999993,20 952,меньше 30,74 764,high,Low Density Residential,60 000,20 952,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.195342,55.839289,Moscow Region,Московская область,пгт. Монино,IRB,38.195341999999997,55.839289000000001,20 632,меньше 30,"0",Нет рейтинга,"0",,20 632,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
39.865579,55.663299,Moscow Region,Московская область,Рошаль,IRB,39.865578999999997,55.663299000000002,20 225,меньше 30,39 366,good,Low Density Residential,80 000,20 225,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.973727,55.610977,Moscow Region,Московская область,пгт. Октябрьский,IRB,37.973726999999997,55.610976999999998,19 878,меньше 30,"0",Нет рейтинга,"0",,19 878,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
89.530009,56.209896,Siberia,Красноярский край,Боготол,IRB,89.530009000000007,56.209896000000001,19 819,меньше 30,41 544,ok,Roadside,100 000,19 819,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
73.259846,61.260713,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,пгт. Белый Яр,IRB,73.259845999999996,61.260713000000003,19 756,меньше 30,57 340,Нет рейтинга,"0",,19 756,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
76.891171,60.953021,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,пгт. Излучинск,IRB,76.891171000000000,60.953021000000000,19 707,меньше 30,62 300,Нет рейтинга,"0",,19 707,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
66.677263,63.712111,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Белоярский,IRB,66.677262999999996,63.712111000000000,19 542,меньше 30,90 651,high,Low Density Residential,60 000,19 542,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,"1",
83.372516,54.220642,Siberia,Новосибирская область,Черепаново,IRB,83.372516000000005,54.220641999999998,19 439,меньше 30,27 924,good,Roadside,80 000,19 439,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
35.957423,56.036251,Moscow Region,Московская область,Волоколамск,IRB,35.957422999999999,56.036251000000000,19 162,меньше 30,42 786,very high,"0",40 000,19 162,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
37.169843,55.600165,Moscow Region,Московская область,пгт. Кокошкино,IRB,37.169843000000000,55.600164999999997,18 672,меньше 30,"0",Нет рейтинга,Low Density Residential,,18 672,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
75.59412,61.742253,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Покачи,IRB,75.594120000000004,61.742252999999998,17 987,меньше 30,64 057,high,Low Density Residential,60 000,17 987,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
83.189241,54.93977,Siberia,Новосибирская область,пгт. Кольцово,IRB,83.189240999999996,54.939770000000003,17 450,меньше 30,"0",Нет рейтинга,"0",,17 450,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
60.815154,54.36923,Urals,Челябинская область,Пласт,IRB,60.815154000000000,54.369230000000002,17 254,меньше 30,40 412,ok,Roadside,100 000,17 254,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
63.29021,55.2281,Urals,Курганская область,Шумиха,IRB,63.290210000000002,55.228099999999998,17 198,меньше 30,26 447,ok,Roadside,100 000,17 198,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
60.742256,55.886897,Urals,Челябинская область,Касли,IRB,60.742255999999998,55.886896999999998,15 853,меньше 30,29 250,ok,Low Density Residential,100 000,15 853,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
84.390711,55.669336,Siberia,Новосибирская область,Болотное,IRB,84.390710999999996,55.669336000000001,15 721,меньше 30,28 854,good,Roadside,80 000,15 721,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
60.424477,60.694531,Urals,Свердловская область,Ивдель,IRB,60.424477000000003,60.694530999999998,15 659,меньше 30,39 653,ok,Roadside,100 000,15 659,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
89.833352,55.314146,Siberia,Красноярский край,Ужур,IRB,89.833352000000005,55.314146000000001,15 563,меньше 30,33 129,ok,Low Density Residential,100 000,15 563,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
60.834351,56.694558,Urals,Свердловская область,Арамиль,IRB,60.834350999999998,56.694558000000001,15 236,меньше 30,39 933,good,Roadside,80 000,15 236,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.049258,55.634934,Moscow Region,Московская область,пгт. Удельная,IRB,38.049258000000002,55.634934000000001,15 042,меньше 30,"0",Нет рейтинга,Low Density Residential,,15 042,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.483175,56.289071,Moscow Region,Московская область,Яхрома,IRB,37.483175000000003,56.289071000000000,14 297,меньше 30,48 774,high,"0",60 000,14 297,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
44.83011,49.057075,Volga,Волгоградская область,Дубовка,IRB,44.830109999999998,49.057074999999998,13 805,меньше 30,24 894,ok,Roadside,100 000,13 805,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.173279,56.415823,Moscow Region,Московская область,Пересвет,IRB,38.173279000000001,56.415823000000003,13 574,меньше 30,47 609,high,Low Density Residential,60 000,13 574,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.232047,56.440956,Moscow Region,Московская область,Краснозаводск,IRB,38.232047000000001,56.440956000000000,12 927,меньше 30,47 609,high,Low Density Residential,60 000,12 927,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
92.686617,56.168651,Siberia,Красноярский край,пгт. Емельяново,IRB,92.686616999999998,56.168650999999997,12 497,меньше 30,"0",Нет рейтинга,"0",,12 497,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
37.992637,55.591345,Moscow Region,Московская область,д. Островцы,IRB,37.992637000000002,55.591344999999997,12 254,меньше 30,"0",Нет рейтинга,"0",,12 254,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
38.849881,55.744318,Moscow Region,Московская область,Дрезна,IRB,38.849881000000003,55.744318000000000,11 344,меньше 30,45 887,high,Low Density Residential,60 000,11 344,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
36.551982,56.320208,Moscow Region,Московская область,Высоковск,IRB,36.551982000000002,56.320208000000001,10 394,меньше 30,44 867,good,Low Density Residential,80 000,10 394,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
72.195506,55.870506,Siberia,Омская область,Тюкалинск,IRB,72.195505999999995,55.870505999999999,10 231,меньше 30,25 895,ok,Roadside,100 000,10 231,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.328809,55.494339,Moscow Region,Московская область,п. Ватутинки,IRB,37.328809000000000,55.494338999999997,10 000,меньше 30,"0",Нет рейтинга,"0",,10 000,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
37.212612,55.636239,Moscow Region,Московская область,пгт. Лесной Городок,IRB,37.212612000000000,55.636239000000003,9 226,меньше 30,"0",Нет рейтинга,"0",,9 226,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
37.211758,55.65692,Moscow Region,Московская область,п. ВНИИССОК,IRB,37.211758000000003,55.656920000000000,8 000,меньше 30,"0",Нет рейтинга,"0",,8 000,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
38.531455,44.371311,South,Краснодарский край,с. Архипо-Осиповка,IRB,38.531455000000001,44.371310999999999,7 500,меньше 30,"0",Нет рейтинга,Low Density Residential,,7 500,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.935917,44.650696,South,Краснодарский край,с. Кабардинка,IRB,37.935917000000003,44.650696000000003,7 500,меньше 30,"0",Нет рейтинга,Roadside,,7 500,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.702216,44.314787,South,Краснодарский край,Джубга,IRB,38.702216000000000,44.314787000000003,5 700,меньше 30,"0",Нет рейтинга,Roadside,,5 700,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
37.188789,55.932102,Moscow Region,Московская область,д. Брёхово,IRB,37.188789000000000,55.932102000000000,5 000,меньше 30,"0",Нет рейтинга,Roadside,,5 000,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.593812,55.527693,Moscow Region,Московская область,рп. Дрожжино,IRB,37.593812000000000,55.527692999999999,5 000,меньше 30,"0",Нет рейтинга,High Density Residential,,5 000,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.640605,55.536337,Moscow Region,Московская область,рп. Лопатино,IRB,37.640605000000001,55.536337000000003,5 000,меньше 30,"0",Нет рейтинга,High Density Residential,,5 000,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.7532,55.480842,Moscow Region,Московская область,с. Ям,IRB,37.753200000000000,55.480842000000003,3 500,меньше 30,"0",Нет рейтинга,Roadside,,3 500,#DIV/0!,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.118009,55.561927,Moscow Region,Московская область,аэропорт Жуковский,IRB,38.118009000000001,55.561926999999997,"0",меньше 30,"0",very high,"0",40 000,"0",,"0","0","0","0","0","0","0","0","1","1","0","0",,,,,
37.286349,55.604997,Moscow Region,Московская область,аэропорт Внуково,IRB,37.286349000000001,55.604996999999997,"0",меньше 30,"0",very high,"0",40 000,"0",,"0","0","0","0","0","0","0","0","1","1","0","0",,,,"2",
39.200287,51.661535,Central,Воронежская область,Воронеж,Klavir,39.200287000000003,51.661535000000001,1 054 111,Млн+,38 992,good,"0",80 000,52 706,95 828,"11","5","2","4","8","3","0","0","9","3","6","0",7 614,,"13","9",
36.192647,51.730361,Central,Курская область,Курск,Klavir,36.192647000000001,51.730361000000002,449 556,300 - млн,32 793,Ok,"0",100 000,74 926,149 852,"3","1","0","2","3","0","0","0","3","0","3","0",5 787,,"4","7",
35.351725,52.337949,Central,Курская область,Железногорск (Курская обл),Klavir,35.351725000000002,52.337949000000002,100 499,100 - 300,34 172,good,"0",80 000,100 499,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
39.576502,50.192864,Central,Воронежская область,Россошь,Klavir,39.576501999999998,50.192864000000000,62 716,60 - 100,31 918,good,"0",80 000,62 716,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
42.074995,51.367719,Central,Воронежская область,Борисоглебск,Klavir,42.074995000000001,51.367719000000001,60 878,60 - 100,27 277,poor,Low Density Residential,120 000,60 878,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
39.497764,50.986969,Central,Воронежская область,Лиски,Klavir,39.497763999999997,50.986969000000002,53 634,30 - 60,33 698,good,"0",80 000,53 634,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
35.657143,51.660496,Central,Курская область,Курчатов,Klavir,35.657142999999998,51.660496000000002,38 240,30 - 60,45 327,good,"0",80 000,38 240,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
39.082347,50.860145,Central,Воронежская область,Острогожск,Klavir,39.082346999999999,50.860145000000003,32 317,30 - 60,28 329,good,Low Density Residential,80 000,32 317,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
39.216277,51.309213,Central,Воронежская область,Нововоронеж,Klavir,39.216276999999998,51.309213000000000,31 568,30 - 60,52 917,good,"0",80 000,31 568,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
39.027263,51.687126,Central,Воронежская область,Семилуки,Klavir,39.027262999999998,51.687125999999999,26 805,меньше 30,28 939,good,Low Density Residential,80 000,26 805,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
40.136916,50.453372,Central,Воронежская область,Павловск,Klavir,40.136915999999999,50.453372000000002,24 542,меньше 30,27 116,good,Roadside,80 000,24 542,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
40.596637,50.8299,Central,Воронежская область,Бутурлиновка,Klavir,40.596637000000001,50.829900000000002,24 062,меньше 30,24 008,ok,Low Density Residential,100 000,24 062,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
40.031911,51.090228,Central,Воронежская область,Бобров,Klavir,40.031911000000001,51.090228000000003,20 238,меньше 30,28 316,good,Low Density Residential,80 000,20 238,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
41.01624,50.424119,Central,Воронежская область,Калач,Klavir,41.016240000000003,50.424118999999997,18 429,меньше 30,26 805,ok,Low Density Residential,100 000,18 429,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
