X,Y,Cluster,Region,City,Partner,Lon,Lat,Population,Strata,Salary,Ranking,SB Trade Z,Target Pen,Target P_1,Actual Pen,Ttl,IL+FS,DT,FC,St,Op,Lt,SB,Ttl g,St g,Op g,SB g,KFC Av Sal,EBITDA H12,ViT,BK,icon_url
34.96014,57.041338,Central,Тверская область,Торжок,City Restaurants,34.960140000000003,57.041338000000003,45 371,30 - 60,30 352,ok,Low Density Residential,100 000,45 371,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
44.94911,54.058268,Volga,Мордовия республика,Рузаевка,City Restaurants,44.949109999999997,54.058267999999998,44 504,30 - 60,30 883,poor,Low Density Residential,120 000,44 504,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
21.878621,55.074087,NW,Калининградская область,Советск,City Restaurants,21.878620999999999,55.074086999999999,39 150,30 - 60,30 739,poor,Low Density Residential,120 000,39 150,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
57.223977,65.148602,NW,Коми республика,Печора,City Restaurants,57.223976999999998,65.148601999999997,38 784,30 - 60,60 881,ok,Low Density Residential,100 000,38 784,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.688095,50.629961,Central,Белгородская область,Алексеевка,City Restaurants,38.688094999999997,50.629961000000002,38 179,30 - 60,33 252,ok,Low Density Residential,100 000,38 179,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
57.55701,65.994144,NW,Коми республика,Усинск,City Restaurants,57.557009999999998,65.994144000000006,38 038,30 - 60,79 590,high,High Density Residential,60 000,38 038,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
36.779309,56.713217,Central,Тверская область,Конаково,City Restaurants,36.779308999999998,56.713217000000000,37 545,30 - 60,35 205,ok,Low Density Residential,100 000,37 545,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
21.819503,54.630706,NW,Калининградская область,Черняховск,City Restaurants,21.819503000000001,54.630706000000004,35 432,30 - 60,28 960,poor,Roadside,120 000,35 432,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
38.099914,50.211194,Central,Белгородская область,Валуйки,City Restaurants,38.099913999999998,50.211193999999999,34 193,30 - 60,27 180,ok,Low Density Residential,100 000,34 193,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
19.892177,54.644072,NW,Калининградская область,Балтийск,City Restaurants,19.892177000000000,54.644072000000001,33 551,30 - 60,"0",good,Low Density Residential,80 000,33 551,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
35.00511,57.876779,Central,Тверская область,Удомля,City Restaurants,35.005110000000002,57.876778999999999,27 641,меньше 30,46 474,good,Low Density Residential,80 000,27 641,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
36.488686,50.784551,Central,Белгородская область,Строитель,City Restaurants,36.488686000000001,50.784551000000000,24 038,меньше 30,31 761,ok,Roadside,100 000,24 038,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.86478,50.76053,Central,Белгородская область,Новый Оскол,City Restaurants,37.864780000000003,50.760530000000003,18 538,меньше 30,30 384,ok,Low Density Residential,100 000,18 538,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
20.475354,54.95993,NW,Калининградская область,Зеленоградск,City Restaurants,20.475353999999999,54.959930000000000,15 946,меньше 30,42 096,high,Low Density Residential,60 000,15 946,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
53.211463,56.852775,Volga,Удмуртская республика,Ижевск,Food Service,53.211463000000002,56.852775000000001,648 944,300 - млн,38 621,good,"0",80 000,38 173,46 353,"14","9","3","2","14","0","0","0","3","2","1","0",7 112,19%,"4","4",
56.234195,58.010259,Urals,Пермский край,Пермь,Food Service,56.234195000000000,58.010258999999998,1 053 934,Млн+,44 852,good,"0",80 000,52 697,81 072,"13","7","3","3","13","0","0","0","7","0","7","0",6 497,12%,"6","7",
52.39582,55.743553,Volga,Татарстан республика,Набережные Челны,Food Service,52.395820000000001,55.743552999999999,533 907,300 - млн,37 296,good,"0",80 000,76 272,106 781,"5","3","1","1","4","1","0","0","2","1","1","0",5 498,12%,"4","6",
51.814385,55.63128,Volga,Татарстан республика,Нижнекамск,Food Service,51.814385000000001,55.631279999999997,238 879,100 - 300,42 630,good,"0",80 000,79 626,79 626,"3","2","1","0","3","0","0","0","0","0","0","0",4 075,5%,"1","3",
49.668023,58.603581,Volga,Кировская область,Киров,Food Service,49.668022999999998,58.603580999999998,512 954,300 - млн,35 516,Ok,"0",100 000,102 591,256 477,"2","2","0","0","2","0","0","0","3","0","3","0",6 994,14%,"3","4",
53.987392,57.051806,Volga,Удмуртская республика,Воткинск,Food Service,53.987392000000000,57.051805999999999,97 345,60 - 100,39 740,good,"0",80 000,48 673,97 345,"1","0","1","0","1","0","0","0","1","0","1","0",9 508,23%,,,
53.803678,56.461621,Volga,Удмуртская республика,Сарапул,Food Service,53.803677999999998,56.461621000000001,96 361,60 - 100,34 753,ok,"0",100 000,96 361,96 361,"1","1","0","0","1","0","0","0","0","0","0","0",6 950,21%,,,
54.147759,56.778061,Urals,Пермский край,Чайковский,Food Service,54.147759000000001,56.778061000000001,82 656,60 - 100,37 865,good,"0",80 000,82 656,82 656,"1","1","0","0","1","0","0","0","0","0","0","0",6 191,20%,,,
52.297113,54.901383,Volga,Татарстан республика,Альметьевск,Food Service,52.297113000000003,54.901383000000003,157 310,100 - 300,46 399,good,"0",80 000,78 655,157 310,"1","1","0","0","1","0","0","0","1","0","1","0",6 205,17%,"2",,
56.804015,59.407922,Urals,Пермский край,Березники,Food Service,56.804015000000000,59.407921999999999,141 276,100 - 300,45 369,ok,"0",100 000,141 276,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"2",
56.771029,59.648333,Urals,Пермский край,Соликамск,Food Service,56.771028999999999,59.648333000000001,93 118,60 - 100,38 109,ok,"0",100 000,93 118,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
52.663446,58.135907,Volga,Удмуртская республика,Глазов,Food Service,52.663446000000000,58.135907000000003,92 381,60 - 100,32 468,ok,"0",100 000,92 381,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
52.789489,54.536413,Volga,Татарстан республика,Бугульма,Food Service,52.789489000000003,54.536413000000003,83 536,60 - 100,36 533,poor,"0",120 000,83 536,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
52.05446,55.75667,Volga,Татарстан республика,Елабуга,Food Service,52.054459999999999,55.756670000000000,73 913,60 - 100,38 456,good,"0",80 000,73 913,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
50.031661,58.556046,Volga,Кировская область,Кирово-Чепецк,Food Service,50.031661000000000,58.556046000000002,70 722,60 - 100,34 514,poor,"0",120 000,70 722,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
56.943802,57.428374,Urals,Пермский край,Кунгур,Food Service,56.943801999999998,57.428373999999998,65 284,60 - 100,32 293,ok,"0",100 000,65 284,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
52.44326,54.596613,Volga,Татарстан республика,Лениногорск,Food Service,52.443260000000002,54.596612999999998,61 974,60 - 100,36 876,ok,"0",100 000,61 974,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
57.808646,58.099666,Urals,Пермский край,Лысьва,Food Service,57.808646000000003,58.099665999999999,60 947,60 - 100,28 659,poor,"0",120 000,60 947,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
55.736376,58.078357,Urals,Пермский край,Краснокамск,Food Service,55.736376000000000,58.078356999999997,53 245,30 - 60,34 433,good,"0",80 000,53 245,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
52.213839,56.442802,Volga,Удмуртская республика,Можга,Food Service,52.213839000000000,56.442802000000000,49 093,30 - 60,27 908,ok,Roadside,100 000,49 093,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
57.819318,58.297548,Urals,Пермский край,Чусовой,Food Service,57.819318000000003,58.297547999999999,44 185,30 - 60,29 319,ok,"0",100 000,44 185,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
52.006391,55.298984,Volga,Татарстан республика,Заинск,Food Service,52.006391000000001,55.298983999999997,39 938,30 - 60,33 462,poor,Roadside,120 000,39 938,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
53.074533,54.859808,Volga,Татарстан республика,Азнакаево,Food Service,53.074533000000002,54.859808000000001,34 587,30 - 60,35 242,good,Low Density Residential,80 000,34 587,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
56.077233,56.507765,Urals,Пермский край,Чернушка,Food Service,56.077233000000000,56.507764999999999,32 952,30 - 60,35 046,ok,Low Density Residential,100 000,32 952,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
50.183063,58.731531,Volga,Кировская область,Слободской,Food Service,50.183062999999997,58.731530999999997,32 382,30 - 60,27 627,ok,"0",100 000,32 382,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
56.413113,58.469715,Urals,Пермский край,Добрянка,Food Service,56.413113000000003,58.469715000000001,32 304,30 - 60,41 375,ok,Low Density Residential,100 000,32 304,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
51.061516,56.228526,Volga,Кировская область,Вятские Поляны,Food Service,51.061515999999997,56.228526000000002,32 108,30 - 60,24 943,poor,"0",120 000,32 108,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
54.657338,59.016785,Urals,Пермский край,Кудымкар,Food Service,54.657338000000003,59.016784999999999,30 904,30 - 60,29 755,good,Low Density Residential,80 000,30 904,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
53.245896,54.406333,Volga,Татарстан республика,Бавлы,Food Service,53.245896000000002,54.406332999999997,22 145,меньше 30,35 178,ok,Roadside,100 000,22 145,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
52.994278,56.523409,Volga,Татарстан республика,Агрыз,Food Service,52.994278000000001,56.523409000000001,19 794,меньше 30,32 439,ok,Low Density Residential,100 000,19 794,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
55.957829,54.734773,Urals,Башкортостан республика,Уфа,Global Food,55.957828999999997,54.734772999999997,1 124 226,Млн+,46 513,good,"0",80 000,51 101,66 131,"17","11","3","3","17","0","0","0","5","0","5","0",8 842,13%,"11","16",
55.096955,51.768199,Urals,Оренбургская область,Оренбург,Global Food,55.096955000000001,51.768199000000003,565 341,300 - млн,41 125,good,"0",80 000,80 763,94 224,"6","4","1","1","4","2","0","0","1","1","0","0",6 554,14%,"7","8",
55.931634,53.630152,Urals,Башкортостан республика,Стерлитамак,Global Food,55.931634000000003,53.630152000000002,278 127,100 - 300,34 577,good,"0",80 000,92 709,92 709,"3","2","0","1","2","1","0","0","0","0","0","0",7 728,15%,"1","3",
55.924582,53.361694,Urals,Башкортостан республика,Салават,Global Food,55.924582000000001,53.361694000000000,151 571,100 - 300,40 006,good,"0",80 000,75 786,151 571,"1","1","0","0","1","0","0","0","1","0","1","0",12 163,23%,,,
54.248254,56.088403,Urals,Башкортостан республика,Нефтекамск,Global Food,54.248254000000003,56.088403000000000,129 173,100 - 300,35 115,ok,"0",100 000,129 173,129 173,"1","1","0","0","1","0","0","0","0","0","0","0",9 004,18%,"1","1",
58.475214,51.229345,Urals,Оренбургская область,Орск,Global Food,58.475214000000001,51.229345000000002,227 924,100 - 300,29 781,poor,"0",120 000,113 962,227 924,"1","1","0","0","1","0","0","0","1","0","1","0",9 651,15%,,"2",
53.46557,54.481448,Urals,Башкортостан республика,Октябрьский,Global Food,53.465570000000000,54.481448000000000,114 194,100 - 300,35 612,ok,"0",100 000,114 194,,"1","0","1","0","1","0","0","0","0","0","0","0",,,"1","1",
52.262429,52.7881,Urals,Оренбургская область,Бузулук,Global Food,52.262428999999997,52.788100000000000,86 050,60 - 100,41 629,good,"0",80 000,86 050,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,"1",
58.301776,51.196423,Urals,Оренбургская область,Новотроицк,Global Food,58.301775999999997,51.196423000000003,84 897,60 - 100,35 260,poor,"0",120 000,84 897,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
53.694982,54.599988,Urals,Башкортостан республика,Туймазы,Global Food,53.694982000000003,54.599988000000003,68 587,60 - 100,32 344,ok,"0",100 000,68 587,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
58.410032,53.967685,Urals,Башкортостан республика,Белорецк,Global Food,58.410032000000001,53.967685000000003,65 054,60 - 100,30 379,poor,"0",120 000,65 054,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
56.043923,53.454621,Urals,Башкортостан республика,Ишимбай,Global Food,56.043922999999999,53.454621000000003,64 307,60 - 100,32 021,ok,"0",100 000,64 307,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
58.666429,52.720548,Urals,Башкортостан республика,Сибай,Global Food,58.666429000000001,52.720548000000001,61 344,60 - 100,34 344,ok,"0",100 000,61 344,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
55.796958,52.756539,Urals,Башкортостан республика,Кумертау,Global Food,55.796957999999997,52.756538999999997,59 762,30 - 60,31 559,ok,"0",100 000,59 762,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
54.111243,54.103457,Urals,Башкортостан республика,Белебей,Global Food,54.111243000000002,54.103456999999999,59 137,30 - 60,30 522,poor,"0",120 000,59 137,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
55.92831,52.958964,Urals,Башкортостан республика,Мелеуз,Global Food,55.928310000000003,52.958964000000002,57 248,30 - 60,26 597,poor,"0",120 000,57 248,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
52.432606,53.6523,Urals,Оренбургская область,Бугуруслан,Global Food,52.432606000000000,53.652299999999997,48 669,30 - 60,32 760,ok,Low Density Residential,100 000,48 669,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
55.558276,55.415646,Urals,Башкортостан республика,Бирск,Global Food,55.558275999999999,55.415646000000002,46 362,30 - 60,29 953,good,Low Density Residential,80 000,46 362,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
59.378595,54.319171,Urals,Башкортостан республика,Учалы,Global Food,59.378594999999997,54.319170999999997,37 710,30 - 60,36 484,ok,Low Density Residential,100 000,37 710,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
55.955224,55.049854,Urals,Башкортостан республика,Благовещенск (Башкортостан),Global Food,55.955224000000001,55.049854000000003,34 967,30 - 60,38 766,good,Roadside,80 000,34 967,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
58.443683,51.464996,Urals,Оренбургская область,Гай,Global Food,58.443683000000000,51.464995999999999,34 205,30 - 60,40 545,ok,Low Density Residential,100 000,34 205,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
54.984073,51.1608,Urals,Оренбургская область,Соль-Илецк,Global Food,54.984073000000002,51.160800000000002,26 978,меньше 30,24 648,ok,Roadside,100 000,26 978,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
54.933129,56.271296,Urals,Башкортостан республика,Янаул,Global Food,54.933129000000001,56.271296000000000,25 361,меньше 30,31 691,ok,Roadside,100 000,25 361,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
131.882475,43.116418,Far East,Приморский край,Владивосток,Good Food,131.882474999999999,43.116418000000003,605 049,300 - млн,57 912,high,"0",60 000,40 337,46 542,"13","9","1","3","7","6","0","0","2","0","2","0",9 282,9%,"6","2",
135.057732,48.472584,Far east,Хабаровский край,Хабаровск,Good Food,135.057731999999987,48.472583999999998,617 473,300 - млн,59 013,high,"0",60 000,51 456,102 912,"6","4","1","1","4","2","0","0","6","5","1","0",12 516,14%,"4",,
127.527173,50.290658,Far east,Амурская область,Благовещенск,Good Food,127.527173000000005,50.290658000000001,225 810,100 - 300,46 464,good,"0",80 000,56 453,112 905,"2","1","1","0","2","0","0","0","2","1","1","0",17 305,13%,,,
131.951753,43.797279,Far East,Приморский край,Уссурийск,Good Food,131.951752999999997,43.797279000000003,173 165,100 - 300,41 328,good,"0",80 000,57 722,86 583,"2","0","1","1","2","0","0","0","1","0","1","0",8 406,12%,"1","1",
132.159633,43.350116,Far East,Приморский край,Артём,Good Food,132.159633000000014,43.350116000000000,106 460,100 - 300,45 723,good,"0",80 000,26 615,106 460,"1","1","0","0","0","1","0","0","3","2","1","0",12 989,14%,,,
132.892811,42.824037,Far East,Приморский край,Находка,Good Food,132.892810999999995,42.824036999999997,147 468,100 - 300,50 826,good,"0",80 000,73 734,147 468,"1","0","1","0","1","0","0","0","1","1","0","0",12 300,13%,"1",,
137.007948,50.549923,Far East,Хабаровский край,Комсомольск-на-Амуре,Good Food,137.007947999999999,50.549923000000000,246 607,100 - 300,49 628,good,"0",80 000,82 202,,"0","0","0","0","0","0","0","0","3","2","1","0",,,,,
132.921736,48.794662,Far East,Еврейская АО,Биробиджан,Good Food,132.921736000000010,48.794662000000002,73 129,60 - 100,42 376,good,"0",80 000,73 129,,"0","0","0","0","0","0","0","0","1","0","1","0",,,"1",,
128.473917,50.921287,Far East,Амурская область,Белогорск,Good Food,128.473917000000000,50.921287000000000,65 809,60 - 100,46 626,good,High Density Residential,80 000,65 809,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
128.134147,51.375889,Far East,Амурская область,Свободный,Good Food,128.134147000000013,51.375889000000001,53 404,30 - 60,66 403,ok,High Density Residential,100 000,53 404,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
133.269726,44.162084,Far East,Приморский край,Арсеньев,Good Food,133.269725999999991,44.162084000000000,52 251,30 - 60,45 811,ok,High Density Residential,100 000,52 251,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
136.879148,50.234524,Far East,Хабаровский край,Амурск,Good Food,136.879147999999986,50.234524000000000,39 046,30 - 60,49 411,good,High Density Residential,80 000,39 046,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
132.347991,43.111199,Far East,Приморский край,Большой Камень,Good Food,132.347991000000007,43.111198999999999,37 918,30 - 60,57 173,ok,"0",100 000,37 918,,"0","0","0","0","0","0","0","0","1","0","1","0",,,,,
133.126543,43.127966,Far East,Приморский край,Партизанск,Good Food,133.126542999999998,43.127966000000001,36 992,30 - 60,42 961,ok,Low Density Residential,100 000,36 992,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
133.418594,45.477955,Far East,Приморский край,Лесозаводск,Good Food,133.418594000000013,45.477955000000001,35 310,30 - 60,39 745,ok,Low Density Residential,100 000,35 310,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
124.7292,55.154676,Far East,Амурская область,Тында,Good Food,124.729200000000006,55.154676000000002,32 920,30 - 60,63 830,good,Roadside,80 000,32 920,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
133.731738,45.93085,Far East,Приморский край,Дальнереченск,Good Food,133.731738000000007,45.930850000000000,25 482,меньше 30,41 073,ok,Roadside,100 000,25 482,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
140.285128,48.96644,Far East,Хабаровский край,Советская Гавань,Good Food,140.285127999999986,48.966439999999999,23 816,меньше 30,49 995,good,Low Density Residential,80 000,23 816,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
127.265809,53.734001,Far East,Амурская область,Зея,Good Food,127.265809000000004,53.734000999999999,23 093,меньше 30,51 409,ok,Low Density Residential,100 000,23 093,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
132.411098,42.970706,Far East,Приморский край,Фокино (Приморский край),Good Food,132.411098000000010,42.970706000000000,23 058,меньше 30,"0",Нет рейтинга,Roadside,,23 058,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
140.711046,53.146143,Far East,Хабаровский край,Николаевск-на-Амуре,Good Food,140.711046000000010,53.146143000000002,18 159,меньше 30,53 578,good,Low Density Residential,80 000,18 159,,"0","0","0","0","0","0","0","0","1","0","0","1",,,,,
37.527009,55.542733,Moscow Region,Московская область,Москва за МКАД,IRB,37.527009000000000,55.542732999999998,2 500 000,Млн+,"0",high,"0",60 000,43 103,69 444,"36","13","3","20","28","5","3","0","22","6","11","5",7 823,15%,"33","39",
82.92043,55.030199,Siberia,Новосибирская область,Новосибирск,IRB,82.920429999999996,55.030199000000003,1 618 039,Млн+,46 670,good,"0",80 000,46 230,47 589,"34","17","11","6","20","14","0","0","1","1","0","0",7 846,,"9","13",
60.605514,56.838607,Urals,Свердловская область,Екатеринбург,IRB,60.605513999999999,56.838607000000003,1 483 119,Млн+,51 293,high,"0",60 000,67 415,74 156,"20","8","5","7","17","3","0","0","2","2","0","0",8 075,,"17","26",
92.852545,56.010569,Siberia,Красноярский край,Красноярск,IRB,92.852545000000006,56.010568999999997,1 095 286,Млн+,50 562,good,"0",80 000,43 811,57 647,"19","11","5","3","12","6","1","0","6","3","3","0",9 677,,"6","6",
73.368212,54.989342,Siberia,Омская область,Омск,IRB,73.368212000000000,54.989342000000001,1 164 815,Млн+,39 918,good,"0",80 000,61 306,61 306,"19","12","5","2","16","2","1","0","0","0","0","0",9 593,,"4","4",
50.101819,53.195522,Volga,Самарская область,Самара,IRB,50.101818999999999,53.195521999999997,1 156 608,Млн+,42 953,good,"0",80 000,64 256,72 288,"16","6","0","10","13","3","0","0","2","1","1","0",7 921,,"16","9",
65.534328,57.153033,Urals,Тюменская область,Тюмень,IRB,65.534328000000002,57.153033000000001,788 666,300 - млн,58 669,high,"0",60 000,52 578,56 333,"14","8","1","5","9","4","1","0","1","0","1","0",6 796,,"4","14",
61.400856,55.160283,Urals,Челябинская область,Челябинск,IRB,61.400855999999997,55.160283000000000,1 200 719,Млн+,41 592,good,"0",80 000,66 707,109 156,"11","5","2","4","9","2","0","0","7","3","4","0",6 056,12%,"5","15",
37.934417,55.797286,Moscow Region,Московская область,Балашиха,IRB,37.934417000000003,55.797286000000000,490 047,300 - млн,55 509,high,"0",60 000,35 003,49 005,"10","3","5","2","4","4","1","1","4","1","1","2",7 271,,"6","11",
37.73633,55.910503,Moscow Region,Московская область,Мытищи,IRB,37.736330000000002,55.910502999999999,222 739,100 - 300,59 658,very high,"0",40 000,18 562,24 749,"9","1","3","5","8","1","0","0","3","1","1","1",8 145,20%,"8","8",
37.430337,55.888755,Moscow Region,Московская область,Химки,IRB,37.430337000000002,55.888755000000003,254 748,100 - 300,80 629,very high,"0",40 000,23 159,31 844,"8","6","2","0","6","1","0","1","3","0","1","2",7 994,11%,"8","5",
39.723062,43.585525,South,Краснодарский край,Сочи,IRB,39.723061999999999,43.585524999999997,530 000,300 - млн,42 326,high,"0",60 000,31 176,66 250,"8","5","1","2","7","1","0","0","9","2","2","5",10 786,19%,"8","11",
73.396221,61.254035,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Сургут,IRB,73.396220999999997,61.254035000000002,373 940,300 - млн,85 949,very high,"0",40 000,41 549,53 420,"7","3","2","2","6","1","0","0","2","1","1","0",16 481,,"4","3",
87.136044,53.757547,Siberia,Кемеровская область,Новокузнецк,IRB,87.136043999999998,53.757547000000002,552 105,300 - млн,41 510,good,"0",80 000,61 345,78 872,"7","2","4","1","6","1","0","0","2","0","2","0",8 513,,"2","2",
44.516939,48.707103,Volga,Волгоградская область,Волгоград,IRB,44.516939000000001,48.707102999999996,1 013 468,Млн+,36 883,Ok,"0",100 000,77 959,144 781,"7","1","3","3","5","1","1","0","6","2","4","0",7 902,,"12","4",
84.948197,56.48468,Siberia,Томская область,Томск,IRB,84.948196999999993,56.484679999999997,575 352,300 - млн,48 080,good,"0",80 000,63 928,82 193,"7","4","0","3","4","3","0","0","2","1","1","0",7 649,,"2","3",
58.979186,53.407211,Urals,Челябинская область,Магнитогорск,IRB,58.979185999999999,53.407210999999997,413 267,300 - млн,43 860,Ok,"0",100 000,59 038,68 878,"6","2","3","1","6","0","0","0","1","0","1","0",6 033,18%,"2","1",
76.569601,60.939742,Oil&Gas,Ханты-Мансийский Автономный округ - Югра автономный округ,Нижневартовск,IRB,76.569601000000006,60.939742000000003,276 503,100 - 300,68 828,high,"0",60 000,34 563,46 084,"6","2","1","3","5","1","0","0","2","1","1","0",10 494,,"2","2",
38.112718,55.604589,Moscow Region,Московская область,Московская область,IRB,38.112718000000001,55.604588999999997,"0",меньше 30,"0",Нет рейтинга,"0",,"0","0","6","1","4","1","4","2","0","0","8","2","6","0",10 021,,"9","6",
37.848574,56.007524,Moscow Region,Московская область,Пушкино,IRB,37.848573999999999,56.007523999999997,106 836,100 - 300,50 298,high,"0",60 000,17 806,21 367,"5","2","1","2","5","0","0","0","1","0","0","1",9 494,,"3","2",
37.768678,44.723566,South,Краснодарский край,Новороссийск,IRB,37.768678000000001,44.723565999999998,275 197,100 - 300,46 079,good,"0",80 000,34 400,55 039,"5","2","1","2","4","0","1","0","3","1","2","0",7 106,,"4","2",
37.766567,55.436402,Moscow Region,Московская область,Домодедово,IRB,37.766567000000002,55.436402000000001,133 528,100 - 300,65 392,very high,High Density Residential,40 000,22 255,26 706,"5","2","1","2","2","1","1","1","1","0","0","1",5 821,,"7","4",
37.893508,55.678798,Moscow Region,Московская область,Люберцы,IRB,37.893507999999997,55.678798000000000,207 349,100 - 300,61 890,high,"0",60 000,29 621,51 837,"4","2","0","2","3","1","0","0","3","0","2","1",8 623,15%,"6","7",
37.544737,55.431177,Moscow Region,Московская область,Подольск,IRB,37.544736999999998,55.431176999999998,304 245,300 - млн,56 550,high,"0",60 000,30 425,76 061,"4","0","2","2","4","0","0","0","6","0","4","2",8 606,,"7","2",
49.419207,53.508816,Volga,Самарская область,Тольятти,IRB,49.419207000000000,53.508816000000003,702 831,300 - млн,37 756,good,"0",80 000,70 283,175 708,"4","1","2","1","3","1","0","0","6","3","3","0",8 431,,"5","4",
37.861968,55.758281,Moscow Region,Московская область,Реутов,IRB,37.861967999999997,55.758280999999997,106 962,100 - 300,58 107,high,"0",60 000,21 392,26 741,"4","2","0","2","4","0","0","0","1","0","0","1",6 539,,"4","4",
38.444651,55.784729,Moscow Region,Московская область,Электросталь,IRB,38.444651000000000,55.784728999999999,157 371,100 - 300,47 456,good,"0",80 000,31 474,52 457,"3","0","1","2","3","0","0","0","2","0","1","1",5 781,21%,"3","2",
38.135766,56.315321,Moscow Region,Московская область,Сергиев Посад,IRB,38.135765999999997,56.315320999999997,101 967,100 - 300,47 609,high,"0",60 000,33 989,33 989,"3","1","1","1","3","0","0","0","0","0","0","0",9 123,15%,"4","3",
37.316259,44.894997,South,Краснодарский край,Анапа,IRB,37.316259000000002,44.894996999999996,81 447,60 - 100,32 549,high,"0",60 000,27 149,27 149,"3","1","2","0","3","0","0","0","0","0","0","0",12 188,,"2","2",
37.329429,55.831812,Moscow Region,Московская область,Красногорск,IRB,37.329428999999998,55.831811999999999,171 793,100 - 300,72 174,high,"0",60 000,28 632,57 264,"3","1","0","2","3","0","0","0","3","0","2","1",8 273,,"10","7",
36.728007,56.332112,Moscow Region,Московская область,Клин,IRB,36.728006999999998,56.332112000000002,79 387,60 - 100,44 867,high,"0",60 000,26 462,26 462,"3","2","1","0","2","0","1","0","0","0","0","0",6 650,,"2","3",
38.753088,55.102792,Moscow Region,Московская область,Коломна,IRB,38.753087999999998,55.102792000000001,141 106,100 - 300,48 814,good,"0",80 000,35 277,47 035,"3","1","1","1","3","0","0","0","1","0","1","0",6 060,,"2","3",
65.344316,55.441606,Urals,Курганская область,Курган,IRB,65.344316000000006,55.441606000000000,315 311,300 - млн,33 875,ok,"0",100 000,78 828,105 104,"3","2","0","1","1","2","0","0","1","1","0","0",5 813,,"1","1",
37.978399,55.923387,Moscow Region,Московская область,Щёлково,IRB,37.978399000000003,55.923386999999998,124 831,100 - 300,58 094,high,"0",60 000,31 208,41 610,"3","3","0","0","2","0","0","1","1","1","0","0",5 740,,"1","3",
